id,sem1_book_every_mon1,sem1_book_every_mon9,sem1_book_every_mon10,sem1_book_every_mon11,sem1_book_every_mon12,sem1_book_every_type1,sem1_book_every_type2,sem1_book_every_type3,sem1_book_every_type4,sem1_book_every_type5,sem1_book_every_type6,sem1_book_every_type7,sem1_book_every_type8,sem1_book_every_type9,sem1_book_every_type10,sem1_book_every_type11,sem1_book_every_type12,sem1_book_every_type13,sem1_book_every_type14,sem1_book_every_type15,sem1_book_every_type16,sem1_book_every_type17,sem1_book_every_type18,sem1_book_every_type19,sem1_book_every_type20,sem1_book_every_type21,sem1_book_every_type22,sem1_book_every_type23,sem1_book_every_type24,sem1_book_every_type25,sem1_book_every_type26,sem1_book_every_type27,sem1_book_every_type28,sem1_book_every_type29,sem1_book_every_type30,sem1_book_every_type31,sem1_book_every_type32,sem1_book_every_type33,sem1_book_every_type34,sem1_book_every_type35,sem1_book_every_type36,sem1_book_every_type37,sem1_book_every_type38,sem1_book_every_type39,sem1_book_every_type40,sem1_book_every_type41,sem1_book_every_type42,sem1_library_every_mon1,sem1_library_every_mon9,sem1_library_every_mon10,sem1_library_every_mon11,sem1_library_every_mon12,sem1_library_every_hour7,sem1_library_every_hour8,sem1_library_every_hour9,sem1_library_every_hour10,sem1_library_every_hour11,sem1_library_every_hour12,sem1_library_every_hour13,sem1_library_every_hour14,sem1_library_every_hour15,sem1_library_every_hour16,sem1_library_every_hour17,sem1_library_every_hour18,sem1_library_every_hour19,sem1_library_every_hour20,sem1_library_every_hour21,sem1_library_every_hour22,sem1_consume_every_pos_shitang,sem1_consume_every_pos_jiaotong,sem1_consume_every_pos_chaoshi,sem1_consume_every_pos_sushe,sem1_consume_every_pos_jiaoshi,sem1_consume_every_pos_tushuguan,sem1_consume_every_pos_dayin,sem1_consume_every_mon1,sem1_consume_every_mon9,sem1_consume_every_mon10,sem1_consume_every_mon11,sem1_consume_every_mon12,sem1_consume_every_hour0,sem1_consume_every_hour1,sem1_consume_every_hour2,sem1_consume_every_hour3,sem1_consume_every_hour4,sem1_consume_every_hour5,sem1_consume_every_hour6,sem1_consume_every_hour7,sem1_consume_every_hour8,sem1_consume_every_hour9,sem1_consume_every_hour10,sem1_consume_every_hour11,sem1_consume_every_hour12,sem1_consume_every_hour13,sem1_consume_every_hour14,sem1_consume_every_hour15,sem1_consume_every_hour16,sem1_consume_every_hour17,sem1_consume_every_hour18,sem1_consume_every_hour19,sem1_consume_every_hour20,sem1_consume_every_hour21,sem1_consume_every_hour22,sem1_consume_every_hour23,sem2_book_every_mon2,sem2_book_every_mon3,sem2_book_every_mon4,sem2_book_every_mon5,sem2_book_every_mon6,sem2_book_every_mon7,sem2_book_every_type1,sem2_book_every_type2,sem2_book_every_type3,sem2_book_every_type4,sem2_book_every_type5,sem2_book_every_type6,sem2_book_every_type7,sem2_book_every_type8,sem2_book_every_type9,sem2_book_every_type10,sem2_book_every_type11,sem2_book_every_type12,sem2_book_every_type13,sem2_book_every_type14,sem2_book_every_type15,sem2_book_every_type16,sem2_book_every_type17,sem2_book_every_type18,sem2_book_every_type19,sem2_book_every_type20,sem2_book_every_type21,sem2_book_every_type22,sem2_book_every_type23,sem2_book_every_type24,sem2_book_every_type25,sem2_book_every_type26,sem2_book_every_type27,sem2_book_every_type28,sem2_book_every_type29,sem2_book_every_type30,sem2_book_every_type31,sem2_book_every_type32,sem2_book_every_type33,sem2_book_every_type34,sem2_book_every_type35,sem2_book_every_type36,sem2_book_every_type37,sem2_book_every_type38,sem2_book_every_type39,sem2_book_every_type40,sem2_book_every_type41,sem2_book_every_type42,sem2_library_every_mon2,sem2_library_every_mon3,sem2_library_every_mon4,sem2_library_every_mon5,sem2_library_every_mon6,sem2_library_every_mon7,sem2_library_every_hour7,sem2_library_every_hour8,sem2_library_every_hour9,sem2_library_every_hour10,sem2_library_every_hour11,sem2_library_every_hour12,sem2_library_every_hour13,sem2_library_every_hour14,sem2_library_every_hour15,sem2_library_every_hour16,sem2_library_every_hour17,sem2_library_every_hour18,sem2_library_every_hour19,sem2_library_every_hour20,sem2_library_every_hour21,sem2_library_every_hour22,sem2_consume_every_pos_shitang,sem2_consume_every_pos_jiaotong,sem2_consume_every_pos_chaoshi,sem2_consume_every_pos_sushe,sem2_consume_every_pos_jiaoshi,sem2_consume_every_pos_tushuguan,sem2_consume_every_pos_dayin,sem2_consume_every_mon2,sem2_consume_every_mon3,sem2_consume_every_mon4,sem2_consume_every_mon5,sem2_consume_every_mon6,sem2_consume_every_mon7,sem2_consume_every_hour0,sem2_consume_every_hour1,sem2_consume_every_hour2,sem2_consume_every_hour3,sem2_consume_every_hour4,sem2_consume_every_hour5,sem2_consume_every_hour6,sem2_consume_every_hour7,sem2_consume_every_hour8,sem2_consume_every_hour9,sem2_consume_every_hour10,sem2_consume_every_hour11,sem2_consume_every_hour12,sem2_consume_every_hour13,sem2_consume_every_hour14,sem2_consume_every_hour15,sem2_consume_every_hour16,sem2_consume_every_hour17,sem2_consume_every_hour18,sem2_consume_every_hour19,sem2_consume_every_hour20,sem2_consume_every_hour21,sem2_consume_every_hour22,sem2_consume_every_hour23,sem3_book_every_mon1,sem3_book_every_mon9,sem3_book_every_mon10,sem3_book_every_mon11,sem3_book_every_mon12,sem3_book_every_type1,sem3_book_every_type2,sem3_book_every_type3,sem3_book_every_type4,sem3_book_every_type5,sem3_book_every_type6,sem3_book_every_type7,sem3_book_every_type8,sem3_book_every_type9,sem3_book_every_type10,sem3_book_every_type11,sem3_book_every_type12,sem3_book_every_type13,sem3_book_every_type14,sem3_book_every_type15,sem3_book_every_type16,sem3_book_every_type17,sem3_book_every_type18,sem3_book_every_type19,sem3_book_every_type20,sem3_book_every_type21,sem3_book_every_type22,sem3_book_every_type23,sem3_book_every_type24,sem3_book_every_type25,sem3_book_every_type26,sem3_book_every_type27,sem3_book_every_type28,sem3_book_every_type29,sem3_book_every_type30,sem3_book_every_type31,sem3_book_every_type32,sem3_book_every_type33,sem3_book_every_type34,sem3_book_every_type35,sem3_book_every_type36,sem3_book_every_type37,sem3_book_every_type38,sem3_book_every_type39,sem3_book_every_type40,sem3_book_every_type41,sem3_book_every_type42,sem3_library_every_mon1,sem3_library_every_mon9,sem3_library_every_mon10,sem3_library_every_mon11,sem3_library_every_mon12,sem3_library_every_hour7,sem3_library_every_hour8,sem3_library_every_hour9,sem3_library_every_hour10,sem3_library_every_hour11,sem3_library_every_hour12,sem3_library_every_hour13,sem3_library_every_hour14,sem3_library_every_hour15,sem3_library_every_hour16,sem3_library_every_hour17,sem3_library_every_hour18,sem3_library_every_hour19,sem3_library_every_hour20,sem3_library_every_hour21,sem3_library_every_hour22,sem3_consume_every_pos_shitang,sem3_consume_every_pos_jiaotong,sem3_consume_every_pos_chaoshi,sem3_consume_every_pos_sushe,sem3_consume_every_pos_jiaoshi,sem3_consume_every_pos_tushuguan,sem3_consume_every_pos_dayin,sem3_consume_every_mon1,sem3_consume_every_mon9,sem3_consume_every_mon10,sem3_consume_every_mon11,sem3_consume_every_mon12,sem3_consume_every_hour0,sem3_consume_every_hour1,sem3_consume_every_hour2,sem3_consume_every_hour3,sem3_consume_every_hour4,sem3_consume_every_hour5,sem3_consume_every_hour6,sem3_consume_every_hour7,sem3_consume_every_hour8,sem3_consume_every_hour9,sem3_consume_every_hour10,sem3_consume_every_hour11,sem3_consume_every_hour12,sem3_consume_every_hour13,sem3_consume_every_hour14,sem3_consume_every_hour15,sem3_consume_every_hour16,sem3_consume_every_hour17,sem3_consume_every_hour18,sem3_consume_every_hour19,sem3_consume_every_hour20,sem3_consume_every_hour21,sem3_consume_every_hour22,sem3_consume_every_hour23,sem1_rank,sem2_rank,sem3_rank
440,14,0,0,11,3,0,0,8,0,0,0,2,2,0,0,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,13,8,21,3,16,2,4,4,8,3,1,7,5,6,12,3,1,1,0,34.4,4,0,0.12,0,0,0,0,0,0,0,38.52,0,0,0,0,0,0,0,0,0.12,0,0,6.4,5.6,0,0,0,0,4,22.4,0,0,0,0,0,0,1,0,5,3,3,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,6,38,55,31,5,20,5,9,7,12,13,8,8,9,10,17,16,7,11,0,13.7,0,0,6.29,0.04,0,0,20.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,5.2,0,0,0,0.12,0,4.2,4.31,0,0.13,3.74,2.3,0,3,5,3,21,5,2,0,0,0,0,0,0,1,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,29,45,27,1,18,11,5,3,12,10,14,11,5,8,26,16,9,6,0,1171.76,16,32.2,77.49,0.23,90.72,0,275.08,0,224.74,422.67,465.91,0,0,0,0,0,0,0.15,21.26,165.2,15.71,20.24,160.52,243.38,27.24,66.4,22.56,57.95,280.8,143.23,57.41,49.81,43.06,12.03,1.45,458,486,331
441,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1522.88,0,134.7,107.92,0,10,0,261.93,393.72,267.57,415.13,437.15,0,0,0,0,0,0,14.57,142.89,108.63,22.47,33.46,341.18,231.12,8.11,0.07,17.64,49,522.97,245.86,15.11,8.77,3.93,8.92,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,13,5,8,0,7,0,0,0,0,0,9,2,0,1,15,8,0,1,0,1499.83,4,38.8,141.13,0.13,2.8,0,46,388.6,363.08,363.01,370.83,155.17,0,0,0,0,0,0,0.05,136.16,94.62,4.8,4.81,351.5,271,0,16.01,42.1,33.72,405.15,230.12,31.82,22.61,13.52,24.8,3.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1544.55,8,152.3,108.33,1.05,0,0,194.83,393.35,441.43,402.21,382.41,0,0,0,0,0,0,0.03,123.81,107.02,13.38,0.06,374.41,343.72,15.5,30.43,31.74,5.35,290.33,346.7,39.53,12.69,51.33,28.2,0,450,227,197
442,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,7,6,1,3,1,5,5,2,3,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,19,13,2,0,5,2,4,3,6,6,6,2,9,3,11,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,12,8,16,3,5,4,4,4,3,0,5,3,6,5,4,5,4,1,0,175.23,1,8.2,1.01,0,142.22,2.25,168.07,0,0,0,161.84,0,0,0,0,0,0,0,11.33,14.5,17.3,11.5,29.59,78.1,24.6,14.2,10.7,2.8,27.4,50.88,27.8,0,1,8.2,0.01,186,225,195
443,3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,22,7,12,0,18,3,5,1,1,3,3,4,3,3,9,10,5,3,0,98.2,6,126,2.98,0,0,0,233.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.8,28.5,34,1,0,0,12.6,35.5,19.6,10,71.3,9.8,9.04,0.03,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,7,6,5,0,0,6,2,9,1,2,3,1,0,1,0,1,5,1,0,0,1335.29,1,1053.14,60.79,0.02,41,0,72.32,573.91,517.86,524.54,572.88,229.73,13.86,7.01,1.21,0,0,0,12.8,41.2,30,4.8,47.7,379.65,266.95,25.7,43.8,19.67,105.81,424.37,268.18,195.21,68.77,164.64,361.29,8.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,19,6,0,2,5,1,1,9,2,9,7,4,2,13,7,5,1,0,990.22,0,599.8,27.3,0.11,98.94,28.95,175.34,379.25,403.31,326.67,460.75,1.98,0.01,0,0,0,0,17.3,16.9,28.46,20,39,240.04,313.62,5.92,40.65,53.38,71.99,307.84,169.21,33.69,77.5,129.24,173.88,4.71,526,514,278
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,3,0,1,1,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,513,466
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,853.57,9.8,739.6,81.91,0,8.5,0,223.21,373.6,301.23,416.24,379.1,0.9,0,0,0,0,0,18.42,169.08,35.08,2.57,131.58,451.62,175.24,61.55,12.4,2.03,65.78,123.24,243.56,43.93,14.05,113.2,23.87,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,712.3,5,567.56,135.31,0.02,1,0,81.14,284.49,232.48,361.42,360.86,100.8,6.9,3.6,0,0,0,0,6.99,103.2,26.23,6.68,19.78,252.91,252.36,18.31,29.81,43.16,0.14,133.83,175.15,43.98,87.61,152.79,47.54,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,524.63,29,538.3,122.18,0,0,0.45,115.06,207.94,340.73,277.59,273.24,0,7.2,0,0,0,0,2.9,11.76,64.86,12.14,56.86,173.36,150.89,68.3,86.57,81.34,187.16,105.74,72.74,70.56,18.38,40.02,2.95,0.83,509,437,439
446,11,9,11,16,7,12,9,9,0,5,0,0,2,0,5,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,11,29,22,7,7,9,0,13,8,2,10,6,4,14,15,1,1,3,0,1241.35,0,611.6,36.81,1.16,16.8,2.55,252.38,492.86,381.83,376.05,407.15,0.8,0,0,0,0,0,137.76,64.97,47.93,19.45,109.65,374.79,186.96,11.18,0.66,12.86,70.08,419.61,159.94,30.56,22.83,132.73,106.17,1.34,0,7,0,9,7,0,3,9,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,10,16,34,11,3,15,3,2,2,3,5,7,5,1,6,31,8,1,1,0,1538.28,0,272,74.66,2.97,49,5.1,71.09,438.07,389.6,418.47,452.17,172.61,0,0,0,0,0,0,185.41,43.36,81.26,39.82,37.23,428.61,147.26,1.14,21.74,14.66,38.96,488.39,156.3,14.11,37.4,108.36,95.9,2.1,0,6,0,3,5,4,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,9,12,49,8,23,4,4,5,5,3,16,6,5,3,27,13,0,3,0,1286.62,20,190.6,97.17,2.76,27.2,25.4,194.16,311.34,331.82,393.29,419.14,0.06,0.01,0,0,0,0,113.96,90.58,84.02,4.88,0.43,448.28,112.37,1.04,32.83,19.17,50.02,391.94,143.26,8.45,13.68,59.35,70.51,4.91,26,24,23
447,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,4,14,5,1,1,1,2,0,0,2,1,0,1,0,0,0,0,1428.51,0,1832.8,84.18,0.07,0,6.15,329.32,510.14,881.98,768.71,861.56,4.05,0.9,0,0,0,0.01,305.49,149.01,112.46,137.41,408.52,490.41,160.15,132.01,91.1,61.01,162.52,298.73,264.49,124.12,88.13,256.43,102.95,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,16,0,3,10,0,0,1,0,1,2,1,1,0,0,2,0,0,0,1274.44,1,1028.2,62.2,0.48,94.1,0,443.92,490.49,377.16,529.5,454.65,164.7,3.78,0.9,0,0.5,0,2.1,113.63,208.9,63.81,177.44,371.37,527.63,72.04,68.72,122.33,6.62,98.71,317.1,76.13,39.53,95.35,63.8,15.62,14.41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1065.61,4,377.3,70.62,0,0,0.8,147.6,382.72,297.05,377.34,313.62,4.9,3.1,0.8,1.1,0,0,159.12,117.29,45.1,5.4,49.7,252.4,25.7,37.5,15,13.1,74.91,338.01,45.1,33.8,130.5,106,54,5.8,500,518,529
448,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,1,1,1,0,3,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,32,1,0,3,2,1,2,3,4,1,4,0,1,6,8,6,1,0,905.14,8,320.3,23.9,0.03,41.5,3,18.2,379.63,200.46,303.57,360.71,39.3,1,0,0,0,0,0,3,10.31,73.42,56.21,63.1,213.78,214.51,0,53.4,59.8,25.3,196.34,126.6,55,44.1,43.1,59.7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,14,2,0,2,0,1,1,1,1,2,1,0,1,2,7,3,0,1,581.65,11,161.5,36.07,0.02,21.2,0,0.01,246.41,217.81,347.21,0,5.6,0,1,0,0,0,7.81,23.3,45.1,7.7,43.6,206.3,97.95,1.01,1.2,40.51,19,109.4,52.4,28.2,9.82,37.3,57.91,16.33,523,394,432
449,6,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,12,0,6,1,3,0,3,1,0,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,12,3,11,0,1,0,1,5,2,5,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,17,3,8,0,1,2,4,4,4,1,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,135,111
450,0,7,1,0,2,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,5,8,0,1,0,0,2,1,0,2,2,2,3,4,3,2,1,0,1147.1,44,676.2,69.09,0.75,3,7.2,219.55,614.06,379.61,443.11,291.01,3.25,0,0,0,0,0,9.24,127.23,33.51,15.88,77.92,310.42,311.54,82.41,8.09,40.13,51.34,445.9,234.46,4.31,3.64,128.65,38.27,21.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,1,0,0,1,0,0,2,0,1,2,0,0,3,4,1,0,0,1234.45,9,589.5,127.96,0.9,10.2,0.75,143.23,410.81,339.81,530.79,385.51,162.61,4.11,0,0,0,0,0,2.8,68.83,44.34,83.32,76.44,472.51,234.12,11.31,2.75,7.85,24.43,411.5,270.42,82.41,10.4,46.21,103.3,15.71,0,0,0,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,1,0,1,0,0,0,0,0,2,0,1,1,2,5,2,0,0,1608.8,10,445.1,129.67,1.04,16.7,0.45,247.73,592.4,392.49,535.67,443.47,5.1,0,0,0,0,0,0.6,114.76,60.85,26.78,6.69,394.03,442.42,15.1,11.66,8.09,32.56,437.36,275.65,121.36,90.01,105.4,34.5,28.84,276,121,110
451,0,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,5,5,1,2,3,1,0,5,1,4,5,0,3,2,3,1,1,0,1438.06,16,133.1,48.3,0.36,30.2,0,249.13,389.65,337.1,348.68,341.46,0.01,0,0,0,0,0,7.01,239.54,59.27,5.93,17.94,394.4,153.66,28.62,21.87,20.24,36.9,449.31,163.85,8.69,22.97,14.65,21.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,15,9,6,2,0,2,1,0,0,0,0,0,2,0,1,8,42,2,0,0,1589.96,8,60.4,74.6,0.57,36.1,0,72.23,394.07,358.93,407.16,377.8,159.44,0,0,0,0,0,0,0,201.42,49.32,15.18,32.88,450.17,257.14,0.02,0.13,11.12,22.45,447.55,229.14,27.9,12.85,8.51,3.85,0,4,2,0,4,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,1,8,0,2,0,2,1,2,1,2,2,3,3,11,8,3,0,0,1894.64,0,91,67.53,0.67,26.8,9.45,238.96,372.27,477.56,494.33,506.97,1.6,0,0,0,0,0,0,133.25,63.7,17.22,16.93,413.66,409.38,2.8,2.94,4.82,54.26,591.34,319.26,4.83,28.2,18.9,5.1,1.9,331,219,210
452,0,0,0,10,8,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,1,1,2,1,0,0,0,0,0,1,0,2,0,0,0,23.1,0,30.3,4.5,0,0,0,0,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.2,0,0,0,12.6,16.4,1.2,0,0,1,18.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,32,4,0,2,9,3,1,6,2,2,4,1,2,7,5,1,0,0,92.86,0,49.2,11.94,0,0,0,0,0,132.87,21.13,0,0,0,0,0,0,0,0,0,5.56,0,0,0,12.7,27.7,0,0,19.6,0,43.3,3.6,22,5.52,7.6,5.52,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,5,18,33,1,18,4,3,1,11,4,6,7,0,7,14,15,1,0,0,375.31,3,126.3,87.25,0,25.6,0,234.68,0,0,0,382.78,0,0,0,0,0,0,0,22.81,24.09,2.43,11,173.04,48.66,0,6.8,19.9,9.66,106.36,56.61,10.19,18.66,98.27,5.88,3.1,318,273,229
